card,set,art_type,printing,price_usd,listing_title,source_page,source_url,verification,captured_date
Mair Haven,Into the Accordlands,Extended,,1.5,Mair Haven (Extended Art) [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Mair Haven,Into the Accordlands,Standard,,1.5,Mair Haven [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Makusog Steelhorn,Into the Accordlands,Standard,,0.75,Makusog Steelhorn [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Marcus Shaw,Box of Greed,Extended,,0.75,Marcus Shaw (Extended Art) [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Mass Blessing,Box of Greed,Standard,,3.0,Mass Blessing [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Massacre,Box of Greed,Standard,,0.56,Massacre [Box of Greed],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Master Dresden,Into the Accordlands,Standard,,90.0,Master Dresden [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Medical Kit,Into the Accordlands,Standard,,0.75,Medical Kit [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Medwin's Codex,Box of Greed,Standard,,0.35,Medwin's Codex [Box of Greed],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Meet at the Inn!,Into the Accordlands,Extended,ITA-P01,3.29,Meet at the Inn! (Extended Art) [Into the Accordlands],23 (reconciled),https://gamersguildazcards.com/collections/warlord-tcg-singles?page=23,Catalog-reconciled; price inferred from promo batch,2026-08-01
Meet at the Inn!,Into the Accordlands,Extended,ITA-P16,6.56,Meet at the Inn! (Extended Art) [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Meet at the Inn!,Into the Accordlands,Standard,,0.35,Meet at the Inn! [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Melt Metal,Into the Accordlands,Standard,,0.75,Melt Metal [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Memoriam,Into the Accordlands,Extended,,2.0,Memoriam (Extended Art) [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Memoriam,Into the Accordlands,Standard,,1.5,Memoriam [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Mentor,Box of Greed,Standard,,0.35,Mentor [Box of Greed],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Mephit,Into the Accordlands,Standard,,0.75,Mephit [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Merrick Regalia,Into the Accordlands,Standard,,1.5,Merrick Regalia [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Midnight Madness,Into the Accordlands,Standard,,1.5,Midnight Madness [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Minor Miracle,Box of Greed,Standard,,0.77,Minor Miracle [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Misearean Scout,Into the Accordlands,Standard,,0.35,Misearean Scout [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Mistress Allandra,Into the Accordlands,Standard,,0.35,Mistress Allandra [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Mo'can,Into the Accordlands,Standard,,0.75,Mo'can [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Mollusk Helm,Box of Greed,Standard,,0.35,Mollusk Helm [Box of Greed],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Morrigan De Danaan,Box of Greed,Extended,,0.75,Morrigan De Danaan (Extended Art) [Box of Greed],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Muddflek,Into the Accordlands,Standard,,0.35,Muddflek [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Myerdeth Mare,Into the Accordlands,Extended,ITA-P17,6.56,Myerdeth Mare (Extended Art) [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Myerdeth Mare,Into the Accordlands,Standard,,0.75,Myerdeth Mare [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Naines,Box of Greed,Standard,,0.35,Naines [Box of Greed],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Nature's Ally,Into the Accordlands,Standard,,0.35,Nature's Ally [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Necklace of Spell Storing,Box of Greed,Standard,,0.35,Necklace of Spell Storing [Box of Greed],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Nehil,Into the Accordlands,Standard,,0.35,Nehil [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Nemtok,Box of Greed,Standard,,0.5,Nemtok [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Nightfire Manacles,Into the Accordlands,Standard,,0.35,Nightfire Manacles [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Nilrem,Box of Greed,Standard,,1.5,Nilrem [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Nisha,Into the Accordlands,Standard,,0.35,Nisha [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Noble Sacrifice,Into the Accordlands,Standard,,0.35,Noble Sacrifice [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
"Nog, Pog, and Snivels",Into the Accordlands,Standard,,20.0,"Nog, Pog, and Snivels [Into the Accordlands]",1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Nothrog S'sike,Into the Accordlands,Standard,,0.35,Nothrog S'sike [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Novice Pyro,Into the Accordlands,Standard,,0.35,Novice Pyro [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Obliterate,Box of Greed,Standard,,3.0,Obliterate [Box of Greed],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Opal Gargoyle,Box of Greed,Standard,,0.35,Opal Gargoyle [Box of Greed],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Oracle of Kavara,Into the Accordlands,Extended,,2.0,Oracle of Kavara (Extended Art) [Into the Accordlands],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Oracle of Kavara,Into the Accordlands,Standard,ITA-115,0.75,Oracle of Kavara [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Oracle of Kavara,Into the Accordlands,Standard,ITA-P31,14.35,Oracle of Kavara [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Out of Options,Into the Accordlands,Standard,,0.35,Out of Options [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Overburdened Nag,Into the Accordlands,Standard,,0.35,Overburdened Nag [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Pack Tactics,Into the Accordlands,Standard,,0.35,Pack Tactics [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Percy Dorn,Into the Accordlands,Standard,,0.35,Percy Dorn [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Perpetual Pouch,Box of Greed,Standard,,0.35,Perpetual Pouch [Box of Greed],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Peyton Latham,Box of Greed,Standard,,0.5,Peyton Latham [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Pin Down,Into the Accordlands,Standard,,0.35,Pin Down [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Pious Rebuke,Into the Accordlands,Standard,,1.5,Pious Rebuke [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Polymorph,Into the Accordlands,Standard,,1.5,Polymorph [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Potion of Youth,Box of Greed,Standard,,1.5,Potion of Youth [Box of Greed],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Pounce,Into the Accordlands,Extended,ITA-P14,6.56,Pounce (Extended Art) [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Pounce,Into the Accordlands,Standard,,0.75,Pounce [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Premonition Pendant,Into the Accordlands,Standard,,0.35,Premonition Pendant [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Press the Attack,Into the Accordlands,Standard,,1.5,Press the Attack [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Prime Positioning,Into the Accordlands,Standard,,0.75,Prime Positioning [Into the Accordlands],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Profit,Box of Greed,Standard,,0.35,Profit [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Punitive Strike,Into the Accordlands,Standard,,0.35,Punitive Strike [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Quartermaster Dirge,Into the Accordlands,Standard,,0.75,Quartermaster Dirge [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Quazlan Rivet,Into the Accordlands,Standard,,0.35,Quazlan Rivet [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Quick Dodge,Into the Accordlands,Standard,,0.35,Quick Dodge [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Quick Shielding,Into the Accordlands,Standard,,0.35,Quick Shielding [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Quick Strength,Into the Accordlands,Standard,,0.35,Quick Strength [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Quicksilver Gargoyle,Into the Accordlands,Standard,,0.75,Quicksilver Gargoyle [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
R'Veeka,Box of Greed,Standard,,0.35,R'Veeka [Box of Greed],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Ra'Gar Root-Strength,Into the Accordlands,Extended,ITA-P09,6.56,Ra'Gar Root-Strength (Extended Art) [Into the Accordlands],23 (reconciled),https://gamersguildazcards.com/products/ra-gar-root-strength-ita-p09,Catalog-reconciled; uniform Kickstarter promo price,2026-08-01
Ra'Gar Root-Strength,Into the Accordlands,Standard,,0.75,Ra'Gar Root-Strength [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
"Ramesh, Elder Sage",Into the Accordlands,Standard,,0.35,"Ramesh, Elder Sage [Into the Accordlands]",22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Rapid Dash,Into the Accordlands,Extended,,0.89,Rapid Dash (Extended Art) [Into the Accordlands],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Rapid Dash,Into the Accordlands,Standard,,0.75,Rapid Dash [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Recruiter of Misear,Into the Accordlands,Standard,,0.35,Recruiter of Misear [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Remorna,Box of Greed,Standard,,0.35,Remorna [Box of Greed],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Resurrection,Into the Accordlands,Standard,,0.35,Resurrection [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Retreat from the Roil,Into the Accordlands,Standard,,0.35,Retreat from the Roil [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Revenger,Into the Accordlands,Standard,,1.5,Revenger [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Revitalizing Roots,Into the Accordlands,Standard,,0.75,Revitalizing Roots [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Riding Horse,Into the Accordlands,Standard,,0.35,Riding Horse [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Ring of the Savant,Box of Greed,Standard,,0.62,Ring of the Savant [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Ritual Dagger,Into the Accordlands,Standard,,0.75,Ritual Dagger [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Rockarm,Into the Accordlands,Standard,,0.75,Rockarm [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Rolando,Box of Greed,Standard,,0.35,Rolando [Box of Greed],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Rone of the Deepbrook,Into the Accordlands,Extended,,0.75,Rone of the Deepbrook (Extended Art) [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Rone of the Deepbrook,Into the Accordlands,Standard,,0.75,Rone of the Deepbrook [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Rotwing,Box of Greed,Standard,,0.75,Rotwing [Box of Greed],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Rrok,Into the Accordlands,Standard,,1.5,Rrok [Into the Accordlands],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Sacrifice,Into the Accordlands,Standard,,0.35,Sacrifice [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Salvage,Into the Accordlands,Standard,,0.75,Salvage [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Sand Fiend,Into the Accordlands,Standard,,0.35,Sand Fiend [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Sanguicorn,Into the Accordlands,Standard,,0.75,Sanguicorn [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Sar'ean,Box of Greed,Standard,,0.35,Sar'ean [Box of Greed],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Sarakian Sellsword,Into the Accordlands,Standard,ITA-161,0.35,Sarakian Sellsword [Into the Accordlands],23,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=23,Direct indexed page-23 listing,2026-08-01
Scale Mail,Into the Accordlands,Standard,,0.75,Scale Mail [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Scepter of Djarat,Into the Accordlands,Standard,,1.5,Scepter of Djarat [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Scout Pony,Into the Accordlands,Standard,,0.35,Scout Pony [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Seeker,Into the Accordlands,Standard,,0.35,Seeker [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Sethusk,Box of Greed,Standard,,0.35,Sethusk [Box of Greed],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Shadan Alder,Box of Greed,Standard,,0.35,Shadan Alder [Box of Greed],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Shadow Bolts,Into the Accordlands,Standard,,0.35,Shadow Bolts [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Shadow Clan Slayer,Into the Accordlands,Standard,,0.35,Shadow Clan Slayer [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Shadow Tunic,Into the Accordlands,Standard,,0.35,Shadow Tunic [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Shadowreaver,Box of Greed,Standard,,1.0,Shadowreaver [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Shambling Horror,Into the Accordlands,Standard,,0.35,Shambling Horror [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Shannon the Daring,Into the Accordlands,Standard,,0.75,Shannon the Daring [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Shatter,Into the Accordlands,Standard,,0.75,Shatter [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Shield of Spurning,Into the Accordlands,Standard,,1.5,Shield of Spurning [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Shield Rune,Into the Accordlands,Standard,,0.35,Shield Rune [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Shillelagh,Into the Accordlands,Standard,,0.35,Shillelagh [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Shocksaber,Into the Accordlands,Standard,,0.75,Shocksaber [Into the Accordlands],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Shrapnelball,Into the Accordlands,Extended,,1.5,Shrapnelball (Extended Art) [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Shrapnelball,Into the Accordlands,Standard,,1.5,Shrapnelball [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Shyessa the Weaver,Into the Accordlands,Extended,,10.0,Shyessa the Weaver (Extended Art) [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Shyessa the Weaver,Into the Accordlands,Standard,,10.0,Shyessa the Weaver [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Sigrida Valora,Box of Greed,Standard,,0.35,Sigrida Valora [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Silversteel Gauntlets,Into the Accordlands,Standard,,0.35,Silversteel Gauntlets [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Simple Shield,Into the Accordlands,Standard,,0.35,Simple Shield [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Sir Aleron d'Ilchant,Box of Greed,Extended,,0.35,Sir Aleron d'Ilchant (Extended Art) [Box of Greed],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Sir Lucian,Box of Greed,Extended,,0.75,Sir Lucian (Extended Art) [Box of Greed],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Sir Rallen,Box of Greed,Extended,,0.35,Sir Rallen (Extended Art) [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Sir Rhawn d'Ilchant,Box of Greed,Standard,,0.35,Sir Rhawn d'Ilchant [Box of Greed],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Sir Robert of Andover,Box of Greed,Extended,,0.35,Sir Robert of Andover (Extended Art) [Box of Greed],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Sister Amanda,Into the Accordlands,Standard,,0.75,Sister Amanda [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Sister Kiren,Into the Accordlands,Standard,,0.75,Sister Kiren [Into the Accordlands],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Skitterleap,Into the Accordlands,Standard,,40.0,Skitterleap [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Sklot the Cruel,Into the Accordlands,Extended,,10.0,Sklot the Cruel (Extended Art) [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Sklot the Cruel,Into the Accordlands,Standard,,10.0,Sklot the Cruel [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Skulk in the Shallows,Into the Accordlands,Standard,,0.75,Skulk in the Shallows [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Skyborne Initiate,Into the Accordlands,Standard,,0.35,Skyborne Initiate [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Slash and Lunge,Box of Greed,Standard,,0.35,Slash and Lunge [Box of Greed],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Sleep,Into the Accordlands,Standard,,0.35,Sleep [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Slow March,Box of Greed,Standard,,0.5,Slow March [Box of Greed],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Sneak,Into the Accordlands,Standard,,1.5,Sneak [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Sneak Attack,Into the Accordlands,Standard,,0.35,Sneak Attack [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Solar Ray,Into the Accordlands,Standard,,0.75,Solar Ray [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Soothing Waters,Box of Greed,Standard,,0.5,Soothing Waters [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Spellblocker,Into the Accordlands,Standard,,0.75,Spellblocker [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Spencer Latham,Box of Greed,Standard,,0.5,Spencer Latham [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Spiked Pit Trap,Into the Accordlands,Standard,,0.35,Spiked Pit Trap [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Spiritual Weapon,Into the Accordlands,Extended,,0.75,Spiritual Weapon (Extended Art) [Into the Accordlands],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Spiritual Weapon,Into the Accordlands,Standard,,0.75,Spiritual Weapon [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Spit Fire,Into the Accordlands,Standard,,0.35,Spit Fire [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Squire Argos,Into the Accordlands,Standard,,0.35,Squire Argos [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Squire Fendric,Into the Accordlands,Standard,,0.35,Squire Fendric [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Squire Parthus,Into the Accordlands,Standard,,0.35,Squire Parthus [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Sta'ash,Into the Accordlands,Standard,,0.75,Sta'ash [Into the Accordlands],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Starbinder,Into the Accordlands,Standard,,0.35,Starbinder [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Steady Grip,Into the Accordlands,Standard,,0.35,Steady Grip [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Steel Darts,Into the Accordlands,Standard,,0.35,Steel Darts [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
